읍면동,본번,부번,면적
곡교리,89,11,221
곡교리,89,12,145
곡교리,89,18,504
곡교리,89,19,198
곡교리,89,21,519
곡교리,90,1,406
곡교리,90,4,165
곡교리,92,1,301
곡교리,92,7,240
곡교리,93,,413
곡교리,94,5,360
곡교리,94,8,198
곡교리,96,3,278
곡교리,96,5,344
곡교리,96,6,185
곡교리,96,9,615
곡교리,96,10,159
곡교리,96,15,314
곡교리,98,5,231
곡교리,98,6,264
곡교리,99,,271
곡교리,119,1,1011
곡교리,119,10,882
곡교리,122,6,267
곡교리,122,8,260
곡교리,125,1,382
곡교리,127,1,307
곡교리,127,2,337
곡교리,127,3,260
곡교리,127,4,385
곡교리,129,1,507
곡교리,129,7,290
곡교리,130,4,1544
곡교리,134,1,231
곡교리,134,2,605
곡교리,139,3,309.4
곡교리,149,3,328
곡교리,244,5,323
곡교리,244,6,233
곡교리,244,7,488
곡교리,244,8,269.8
곡교리,248,1,460
곡교리,251,1,209.7
곡교리,452,2,189
모평리,37,4,498
모평리,48,1,90
모평리,49,,221.6
모평리,49,,248.5
모평리,49,1,450
모평리,96,1,1327
모평리,96,2,1530
모평리,97,,698
모평리,103,,845
모평리,104,11,245
모평리,104,12,304
모평리,105,1,1326
모평리,106,,1250
모평리,117,,805
모평리,118,1,288
모평리,118,2,357
모평리,118,5,426
모평리,136,,886
모평리,140,1,760
모평리,143,1,1323
모평리,157,2,502
모평리,158,2,408
모평리,159,1,409
모평리,160,1,859
모평리,161,,631
모평리,163,2,506
모평리,163,3,1451
모평리,165,,813
반곡리,1,,358.65
반곡리,2,2,414
반곡리,3,2,89
반곡리,52,1,312
반곡리,52,6,947
반곡리,52,15,471
반곡리,67,,640
반곡리,71,,1412
반곡리,73,2,334
반곡리,75,2,506
반곡리,77,1,850
반곡리,77,3,535
반곡리,81,5,391
반곡리,97,2,446
반곡리,98,4,393
반곡리,113,,800
반곡리,114,2,387
반곡리,114,10,284
반곡리,118,24,412
반곡리,118,26,434
반곡리,120,,607
반곡리,142,4,2628
반곡리,142,5,496
반곡리,142,11,114
반곡리,142,43,534
반곡리,158,3,542
반곡리,184,,669
반곡리,184,4,700
반곡리,184,5,686
반곡리,184,9,672
반곡리,184,10,666
반곡리,184,13,685
반곡리,184,23,620
반곡리,184,25,626
반곡리,184,26,762
반곡리,189,7,939
반곡리,190,,506
반곡리,191,,1038
반곡리,192,3,426
반곡리,219,1,710
반곡리,219,5,610
반곡리,224,,770
반곡리,229,3,446
반곡리,230,,645
반곡리,231,1,246.95
반곡리,235,3,562
반곡리,235,4,559
반곡리,240,2,330
반곡리,240,4,307
반곡리,241,2,420
반곡리,244,4,558
반곡리,245,1,388
반곡리,245,4,275
반곡리,245,6,297
반곡리,245,7,426
반곡리,245,8,369
반곡리,245,10,539
반곡리,248,3,188
반곡리,249,1,544
반곡리,250,2,393
반곡리,253,,430
반곡리,254,1,498
반곡리,255,,813
반곡리,256,,407
반곡리,260,,420
반곡리,261,3,587
반곡리,262,,992
반곡리,266,1,344
반곡리,267,1,255
반곡리,270,,627
반곡리,283,,546
반곡리,323,,433
반곡리,328,1,543
반곡리,328,2,782
반곡리,334,2,700
반곡리,347,,234
반곡리,356,3,2565
반곡리,360,,374
반곡리,361,,456
반곡리,364,5,660
반곡리,365,2,516
반곡리,381,4,400
반곡리,396,11,360
반곡리,396,30,660
반곡리,396,32,392
반곡리,400,8,501
반곡리,401,1,700
반곡리,401,4,545
반곡리,401,13,563
반곡리,401,26,600
반곡리,401,34,550
반곡리,401,37,561
반곡리,401,41,658
반곡리,401,45,688
반곡리,401,46,752
반곡리,401,49,674
반곡리,401,52,657
반곡리,409,1,337
반곡리,420,,660
반곡리,437,,383
반곡리,458,12,644
반곡리,459,2,649
반곡리,461,,297
반곡리,462,4,833
반곡리,462,6,686
반곡리,507,,248
반곡리,543,1,1150
반곡리,543,5,1166
반곡리,543,12,330
반곡리,566,15,651
반곡리,산,25,690.6
갈풍리,7,1,388
갈풍리,7,4,285
갈풍리,8,,539
갈풍리,8,1,330
갈풍리,13,1,726
갈풍리,30,2,516
갈풍리,30,4,1451
갈풍리,40,,777
갈풍리,41,,127.25
갈풍리,51,1,324
갈풍리,52,1,519
갈풍리,56,,660
갈풍리,64,1,774
갈풍리,65,,405
갈풍리,69,12,727
갈풍리,70,6,827
갈풍리,70,8,400
갈풍리,71,45,983
갈풍리,77,,561
갈풍리,80,9,772
갈풍리,80,21,459
갈풍리,80,22,503
갈풍리,80,23,431
갈풍리,80,24,1086
갈풍리,80,26,340.55
갈풍리,80,71,662
갈풍리,80,72,660
갈풍리,80,95,512
갈풍리,83,,539
갈풍리,118,,531
갈풍리,128,,625
갈풍리,131,4,1085
갈풍리,190,1,305
갈풍리,190,6,290
갈풍리,191,,466
갈풍리,194,2,360
갈풍리,196,2,933
갈풍리,196,3,307
갈풍리,198,,820
갈풍리,205,,620
갈풍리,206,1,1063
갈풍리,220,9,995
갈풍리,247,3,463
갈풍리,271,2,207.18
갈풍리,271,3,899
갈풍리,277,3,330
갈풍리,300,3,674
갈풍리,307,,882
갈풍리,319,,1345
갈풍리,320,,650
갈풍리,323,1,420
갈풍리,331,2,638
갈풍리,333,1,469
갈풍리,335,,124.65
갈풍리,337,1,350
갈풍리,337,2,347
학곡리,8,1,601
학곡리,42,6,95
학곡리,47,10,1770
학곡리,66,1,942
학곡리,67,10,330
학곡리,80,1,265
학곡리,81,,142
학곡리,82,3,555
학곡리,110,2,249
학곡리,116,,182.88
학곡리,118,,654
학곡리,148,,496
학곡리,206,,575
학곡리,210,,446
학곡리,222,,582
학곡리,226,,572
학곡리,229,2,224
학곡리,230,,520
학곡리,231,1,537
학곡리,263,,645
학곡리,263,1,496
학곡리,305,1,643
학곡리,366,4,169
학곡리,368,,560
학곡리,368,1,785
학곡리,368,3,451
학곡리,368,5,419
학곡리,387,12,619
학곡리,387,13,667
학곡리,397,,450
학곡리,399,,299
학곡리,399,1,132.7
학곡리,411,4,506
학곡리,412,3,370
학곡리,414,9,212.5
학곡리,415,14,420
학곡리,423,3,905.75
학곡리,439,,496
학곡리,440,,625
학곡리,441,1,316
학곡리,441,2,490
학곡리,441,3,362
학곡리,441,4,453
학곡리,445,1,1054
학곡리,462,16,464
학곡리,465,2,288
학곡리,484,5,331
학곡리,484,7,510
학곡리,484,13,1025
학곡리,486,2,542
학곡리,487,,183
학곡리,488,4,270
학곡리,489,4,512
학곡리,492,1,1277
학곡리,494,,561
학곡리,502,2,271
학곡리,506,1,536
학곡리,508,1,1179
학곡리,526,1,1235.03
학곡리,541,27,826
학곡리,755,,241
학곡리,770,,459
학곡리,782,,403
학곡리,785,3,362.2
학곡리,787,8,161
학곡리,787,11,158.38
학곡리,788,2,285.58
학곡리,793,,671
학곡리,798,,403
학곡리,804,,586
학곡리,808,1,555
학곡리,820,1,291
학곡리,821,1,160.9
학곡리,825,,196.08
학곡리,826,,463
학곡리,830,3,660
학곡리,834,1,282
학곡리,840,,1104
학곡리,842,1,1027
학곡리,881,2,235
학곡리,893,1,264
학곡리,894,,228
학곡리,895,,391
학곡리,895,1,304
학곡리,895,2,345
학곡리,895,3,342
학곡리,896,,404
학곡리,897,,308
학곡리,899,,863
학곡리,905,2,183
학곡리,908,,336
학곡리,909,,600
학곡리,912,,227
학곡리,924,,485.85
학곡리,953,,532
학곡리,956,,206.6
학곡리,957,,843
학곡리,965,,330
학곡리,산,23,183.26
학곡리,산,43,336
가담리,24,2,660
가담리,25,2,578
가담리,36,2,261
가담리,44,1,367
가담리,46,,876
가담리,47,4,142
가담리,49,2,288
가담리,50,,430
가담리,51,,393
가담리,52,1,334
가담리,52,2,320
가담리,52,3,324
가담리,52,4,342
가담리,52,6,164
가담리,52,7,232
가담리,52,8,264
가담리,53,1,1243
가담리,55,1,731
가담리,55,2,1064
가담리,56,3,185
가담리,58,3,400
가담리,59,,416
가담리,61,1,502
가담리,61,3,159
가담리,62,2,463
가담리,64,,400
가담리,65,1,456
가담리,66,,532
가담리,68,2,504
가담리,68,4,473
가담리,71,2,625
가담리,72,1,270
가담리,72,2,1218
가담리,72,5,389
가담리,74,1,447
가담리,75,1,738
가담리,76,1,651
가담리,81,1,227
가담리,81,2,510
가담리,81,3,323
가담리,83,1,246
가담리,83,2,740
가담리,83,3,1087
가담리,84,,357
가담리,87,2,436
가담리,88,2,615
가담리,91,2,400
가담리,160,3,369
가담리,160,4,1002
가담리,160,6,426
가담리,161,4,489.5
가담리,161,7,273.5
가담리,162,3,206.25
가담리,180,,660
가담리,184,,893
가담리,185,,397
가담리,186,,2334
가담리,194,,377
가담리,203,1,601
가담리,230,1,271
가담리,230,2,337
가담리,230,3,542
가담리,231,2,836
가담리,231,4,353
가담리,232,5,162
가담리,232,7,278
가담리,232,8,165
가담리,234,2,106
가담리,234,3,281
가담리,234,4,168.53
가담리,234,11,215.2
가담리,246,,595
가담리,246,2,657
가담리,259,1,162
가담리,283,2,230
가담리,339,1,322
가담리,343,3,489
가담리,345,,5762
가담리,352,1,305.23
가담리,363,1,754
가담리,366,2,744
가담리,380,,631
가담리,385,,559
가담리,390,1,575
가담리,390,2,469
가담리,394,2,543
가담리,395,3,562
가담리,401,1,660
가담리,405,2,509
가담리,405,4,456
가담리,405,7,631
가담리,413,,215
가담리,415,,298
가담리,417,2,783
가담리,418,1,488
가담리,421,,892
가담리,422,,393
가담리,430,,235
가담리,431,,264
가담리,432,,1369
가담리,434,,420
가담리,436,1,463
가담리,436,4,495
가담리,438,3,621
가담리,439,,545
가담리,445,,449
가담리,452,,625
가담리,460,3,714
가담리,492,4,596
가담리,516,2,694
가담리,549,7,660
가담리,산,6,145.75
가담리,산,14,1767.5
가담리,산,25,165
가담리,산,30,457
추동리,3,13,1365
추동리,3,19,826
추동리,3,24,278.5
추동리,3,30,362.7
추동리,3,36,571
추동리,3,45,611
추동리,3,48,362
추동리,3,54,597
추동리,3,62,488
추동리,3,65,507.2
추동리,3,71,701
추동리,3,73,549
추동리,3,80,360
추동리,3,82,449.7
추동리,3,95,790.6
추동리,3,97,498
추동리,3,143,536
추동리,12,5,524
추동리,13,2,469
추동리,15,2,610
추동리,16,,498
추동리,17,9,307
추동리,17,22,240.3
추동리,17,40,327.3
추동리,17,41,193.7
추동리,17,45,338.1
추동리,18,7,782
추동리,19,1,460
추동리,20,,621
추동리,25,,1048
추동리,26,,865
추동리,27,1,448
추동리,28,16,751
추동리,30,1,394.2
추동리,34,1,640
추동리,35,4,346
추동리,36,6,447
추동리,38,2,397
추동리,40,,480
추동리,40,2,915
추동리,46,1,312.6
추동리,46,15,434
추동리,46,21,660
추동리,48,2,578
추동리,55,2,460
추동리,59,1,304
추동리,59,2,314
추동리,61,,475
추동리,104,,972
추동리,108,4,1058
추동리,110,,209.9
추동리,112,,307
추동리,113,,625
추동리,281,,330
추동리,284,2,522
추동리,284,6,698
추동리,290,,936
추동리,291,2,100.03
추동리,291,3,598
추동리,291,5,353
추동리,303,,503
추동리,304,,1600
추동리,306,1,323.4
추동리,306,2,473
추동리,324,3,450
추동리,325,,344
추동리,334,1,266.9
추동리,340,2,1101
추동리,344,1,436
추동리,344,3,212
추동리,346,,608
추동리,348,,1431
추동리,349,,688
추동리,351,1,440
추동리,352,,539
추동리,354,,743
추동리,355,2,484
추동리,357,1,339
추동리,366,,860
추동리,410,,330
추동리,412,1,440
추동리,414,2,1276
추동리,418,1,1187
추동리,427,3,228
추동리,444,4,825
추동리,491,,647
정암리,13,3,664
정암리,23,5,490
정암리,24,,565
정암리,27,2,564
정암리,49,,515
정암리,52,,333
정암리,52,3,905
정암리,62,1,506
정암리,64,,660
정암리,108,,974
정암리,111,1,660
정암리,112,,1101
정암리,116,1,567
정암리,116,3,372
정암리,116,9,495
정암리,116,14,530
정암리,116,15,538
정암리,116,19,722
정암리,117,,367
정암리,119,2,580
정암리,123,1,638
정암리,149,2,370
정암리,155,3,2582
정암리,156,,823
정암리,158,1,502
정암리,184,,599
정암리,184,3,678
정암리,184,5,692
정암리,184,6,940
정암리,184,8,718
정암리,184,9,561
정암리,184,10,594
정암리,184,12,562
정암리,184,16,747
정암리,184,19,469
정암리,184,20,688
정암리,184,27,749
정암리,184,28,749
정암리,186,1,284
정암리,193,5,495
정암리,206,,360
정암리,208,,562
정암리,210,2,281
정암리,211,,417
정암리,212,,495
정암리,216,,439
정암리,220,1,537
정암리,225,1,763
정암리,228,2,650
정암리,240,4,653
정암리,270,4,907
정암리,294,,555
정암리,296,,535
정암리,296,1,606
정암리,304,,687
정암리,326,3,446
정암리,326,7,398
정암리,326,14,782
정암리,330,,517.8
정암리,351,1,630
정암리,351,11,286
정암리,397,,367
정암리,403,1,360
정암리,404,1,638
정암리,412,1,591
정암리,416,,674
정암리,418,,297
정암리,421,3,660
정암리,442,1,495
정암리,446,2,334
정암리,448,5,142
정암리,495,2,342
정암리,495,4,297
정암리,498,3,512
정암리,498,13,324
정암리,499,,660
정암리,506,,375
정암리,507,3,493
정암리,508,,355
정암리,508,5,495
정암리,511,1,548
정암리,511,6,518
정암리,517,1,218
정암리,520,,820
정암리,526,,506
정암리,527,,476
정암리,528,1,727
정암리,528,2,418
정암리,529,,700
정암리,532,,562
정암리,544,2,500
정암리,545,,645
정암리,569,,643
정암리,571,3,559
정암리,571,5,457
정암리,583,,648
정암리,609,,247.5
정암리,610,,596
정암리,611,,527
정암리,612,,326.25
정암리,630,,643
정암리,642,,825
정암리,687,,1104
정암리,688,,320
정암리,690,,315
정암리,692,,559
정암리,703,,529
정암리,712,,1008
정암리,715,1,638
정암리,715,2,803
정암리,719,,579
정암리,719,1,254
정암리,721,,396
정암리,736,1,407
정암리,747,2,342
정암리,748,5,660
정암리,749,,802
정암리,765,3,387
정암리,771,1,686
정암리,771,5,420
정암리,771,7,694
정암리,771,8,652
정암리,772,1,660
정암리,775,1,495
정암리,776,1,809
정암리,778,4,255
정암리,795,,1359
정암리,797,2,545
정암리,800,3,476
정암리,803,2,660
정암리,818,,200.6
정암리,820,1,999
정암리,820,3,689
정암리,820,4,660
정암리,838,5,980
정암리,849,,320
정암리,866,,750
정암리,874,,430
정암리,889,6,690
정암리,892,,570
정암리,893,,494
정암리,897,1,733
정암리,897,4,66.1
정암리,899,,175
정암리,906,,416
정암리,910,2,590
정암리,922,,476
정암리,923,1,1218
정암리,923,6,371
정암리,925,1,518
정암리,926,1,321
정암리,928,2,265
정암리,929,1,226.8
정암리,939,2,458
정암리,942,1,615
정암리,946,1,310
정암리,산,201,546.25
두곡리,5,,469
두곡리,19,,522
두곡리,19,9,330
두곡리,29,,654
두곡리,29,2,671
두곡리,29,4,992
두곡리,30,,681
두곡리,30,2,339
두곡리,30,4,618
두곡리,30,5,658
두곡리,30,6,585
두곡리,76,2,337
두곡리,105,2,732
두곡리,117,,426
두곡리,133,1,363
두곡리,135,1,426
두곡리,135,17,393
두곡리,137,8,308
두곡리,142,1,1376
두곡리,188,3,640
두곡리,193,2,621
두곡리,229,,659
두곡리,230,,464
두곡리,230,2,374
두곡리,230,5,569
두곡리,230,6,532
두곡리,230,8,365
두곡리,230,9,389
두곡리,230,10,327
두곡리,230,11,325
두곡리,231,,794
두곡리,231,4,294
두곡리,248,,388
두곡리,249,,512
두곡리,251,,829
두곡리,253,,510
두곡리,254,,617
두곡리,255,,583
두곡리,256,,743
두곡리,257,,511
두곡리,258,,1901
두곡리,259,,1190
두곡리,260,,727
두곡리,270,1,523
두곡리,270,3,660
두곡리,276,,147
두곡리,318,,353
두곡리,321,3,165
두곡리,321,5,655
두곡리,324,,165
두곡리,324,1,165
두곡리,324,2,165
두곡리,324,4,165
두곡리,324,5,165
두곡리,324,6,165
두곡리,324,8,165
두곡리,324,9,330
두곡리,324,10,540
두곡리,334,1,525
두곡리,338,8,840
두곡리,338,11,677
두곡리,338,12,648
두곡리,426,2,892
두곡리,428,2,298
두곡리,428,3,370
두곡리,428,4,599
두곡리,428,13,371
두곡리,430,1,366
두곡리,435,1,447
두곡리,436,,660
두곡리,446,2,291
두곡리,446,4,325
두곡리,446,7,539
두곡리,448,,168.53
두곡리,448,1,340
두곡리,448,2,252
두곡리,448,8,264
두곡리,451,1,242
두곡리,452,2,197
두곡리,453,,724
두곡리,454,,242
두곡리,455,,704
두곡리,456,1,253
두곡리,456,3,190
두곡리,459,,833
두곡리,461,,446
두곡리,463,1,331
두곡리,465,2,651
두곡리,466,,521
두곡리,466,1,181
두곡리,467,3,340
두곡리,469,6,157
두곡리,469,9,1150
두곡리,470,19,423
두곡리,479,5,188
두곡리,479,18,598
두곡리,481,1,545
두곡리,481,2,509
두곡리,482,1,447
두곡리,483,2,321
두곡리,483,4,598
두곡리,493,,372
두곡리,495,,495
두곡리,498,2,483
두곡리,506,,559
두곡리,506,1,190
두곡리,536,1,124
두곡리,573,2,608
두곡리,581,,564
두곡리,586,17,570
두곡리,586,30,330
두곡리,590,5,647
두곡리,591,26,330
두곡리,591,29,827
두곡리,615,1,330
두곡리,산,10,171.4
용둔리,7,,534
용둔리,20,,495
용둔리,27,2,206
용둔리,27,3,393
용둔리,31,,495
용둔리,32,2,662
용둔리,35,,587
용둔리,35,3,526
용둔리,36,,495
용둔리,38,,623
용둔리,51,,90.5
용둔리,55,,391
용둔리,56,,395
용둔리,57,,475
용둔리,58,,340
용둔리,62,,660
용둔리,71,,487
용둔리,71,3,524
용둔리,73,1,793
용둔리,81,,628
용둔리,81,3,594
용둔리,84,2,905
용둔리,86,1,1283
용둔리,88,4,281
용둔리,93,,397
용둔리,94,1,400
용둔리,101,,304
용둔리,109,9,335
용둔리,109,12,210
용둔리,123,,405.5
용둔리,125,,222
용둔리,133,,419
용둔리,134,3,99
용둔리,135,1,686
용둔리,149,1,585
용둔리,150,,370
용둔리,156,1,233.8
용둔리,157,,660
용둔리,195,,268
용둔리,204,,646
용둔리,204,6,451
용둔리,204,7,383
용둔리,205,,462
용둔리,206,,545
용둔리,206,2,569
용둔리,212,,578
용둔리,212,1,544
용둔리,213,,537
용둔리,213,1,660
용둔리,213,3,641
용둔리,213,4,678
용둔리,215,1,626
용둔리,215,3,559
용둔리,215,7,729
용둔리,217,,327
용둔리,225,,673
용둔리,225,1,990
용둔리,225,4,657
용둔리,225,5,648
용둔리,230,,490
용둔리,231,1,572
용둔리,264,,389
용둔리,301,,657
용둔리,307,,450
용둔리,315,,998
용둔리,336,,482.5
용둔리,342,2,261.75
용둔리,344,,63
용둔리,346,2,303.5
용둔리,352,,625
용둔리,355,2,324
용둔리,358,1,481
용둔리,363,,655
용둔리,401,,651
용둔리,402,3,903
용둔리,412,1,775
용둔리,412,5,420
용둔리,455,,582
용둔리,457,,660
용둔리,511,1,576
용둔리,513,,165
용둔리,515,,321
용둔리,523,2,364
용둔리,525,,1893
용둔리,527,1,436
용둔리,529,2,500
용둔리,531,1,327
용둔리,531,2,228
용둔리,532,2,516
용둔리,533,,300
용둔리,535,2,407
용둔리,537,2,417
용둔리,556,6,288
용둔리,562,5,600
용둔리,569,3,462
용둔리,571,5,497
용둔리,577,4,216
용둔리,578,3,154
용둔리,580,1,991
용둔리,584,,493
용둔리,590,1,150
용둔리,590,3,576
용둔리,598,,131.25
용둔리,606,,366
용둔리,635,2,623
용둔리,637,2,668
용둔리,638,,992
용둔리,645,,397
용둔리,655,,669
용둔리,655,5,827
용둔리,665,,446
용둔리,668,,1000
용둔리,672,,635
용둔리,677,,330
용둔리,679,,383
용둔리,699,,2592
용둔리,699,2,619
용둔리,703,,451
용둔리,716,1,994
용둔리,786,12,668
용둔리,787,,274
용둔리,791,6,518
용둔리,795,1,579.3
용둔리,795,6,486
용둔리,795,7,410
용둔리,795,8,577.4
용둔리,795,9,705
용둔리,803,1,761
용둔리,804,,161.75
용둔리,810,1,660
용둔리,816,1,616
용둔리,819,,771
용둔리,819,1,588
용둔리,819,2,628
용둔리,819,3,642
용둔리,819,4,630
용둔리,820,,315
용둔리,산,50,35
산전리,1,1,800
산전리,2,1,1484
산전리,2,3,826
산전리,4,,660
산전리,4,2,619
산전리,15,,227.5
산전리,20,1,434
산전리,20,4,467
산전리,21,1,638
산전리,22,4,1102
산전리,27,3,374
산전리,30,4,989
산전리,34,,474
산전리,46,4,543
산전리,53,,592
산전리,73,,790
산전리,75,2,383
산전리,77,8,435
산전리,84,,407
산전리,89,4,395
산전리,89,5,413
산전리,90,,999
산전리,98,2,162
산전리,103,1,213
산전리,117,2,215
산전리,119,,594
산전리,120,,609
산전리,120,2,343
산전리,122,,467
산전리,124,,410
산전리,136,7,417
산전리,136,14,118
산전리,140,1,664
산전리,150,1,515
산전리,153,5,911
산전리,155,2,446
산전리,167,,794
산전리,168,,182
산전리,169,,377
산전리,172,14,192
산전리,173,5,448
산전리,188,1,404.9
산전리,191,1,322
산전리,199,1,325
산전리,207,,185.25
산전리,210,9,590
산전리,215,1,580
산전리,215,3,624
산전리,215,5,734
산전리,215,6,698
산전리,218,4,622
산전리,220,,484
산전리,239,3,660
산전리,243,7,691
산전리,243,11,495
산전리,262,2,473
산전리,268,,644
산전리,309,,344
산전리,312,1,343
산전리,315,1,682
산전리,315,3,614
산전리,315,5,792
산전리,319,1,1456
산전리,320,2,700
산전리,327,1,503
산전리,328,3,516
산전리,339,,980
산전리,339,1,444
산전리,339,3,660
산전리,339,5,660
산전리,341,,420
산전리,343,,616
산전리,355,,238
산전리,359,7,100
산전리,359,15,365
산전리,360,2,350
산전리,361,5,260
산전리,361,6,624
산전리,365,,458
산전리,366,,249
산전리,366,1,512
산전리,384,2,585
산전리,398,,674
산전리,402,,866
산전리,405,1,612
산전리,405,5,758
산전리,408,2,660
산전리,421,1,713
산전리,421,5,700
산전리,424,2,179
산전리,425,,440
산전리,426,2,321
산전리,430,3,660
산전리,431,1,395
산전리,444,,1148
산전리,444,3,429
산전리,445,1,906
산전리,456,4,661
산전리,490,3,610
산전리,498,,350
산전리,산,61,381.6
상하가리,16,,264
상하가리,19,2,470
상하가리,19,5,660
상하가리,37,1,970
상하가리,44,1,936
상하가리,44,3,258
상하가리,47,,952
상하가리,48,,238
상하가리,49,,711
상하가리,72,2,524
상하가리,90,4,337
상하가리,90,8,206
상하가리,123,,273
상하가리,128,1,478
상하가리,128,2,380
상하가리,129,1,321
상하가리,183,2,464
상하가리,184,,499
상하가리,223,,684
상하가리,224,,489
상하가리,228,,294
상하가리,229,,407
상하가리,230,,564
상하가리,241,2,840
상하가리,241,8,433
상하가리,241,9,264
상하가리,241,10,631
상하가리,241,11,331
상하가리,242,1,264
상하가리,242,2,421
상하가리,242,5,145
상하가리,256,1,456
상하가리,257,2,403
상하가리,280,3,660
상하가리,294,2,366
상하가리,304,1,463
상하가리,306,,876
상하가리,307,4,678
상하가리,360,15,820
상하가리,360,16,495
상하가리,360,17,825
상하가리,360,18,330
상하가리,360,19,330
상하가리,360,20,330
상하가리,360,24,330
상하가리,360,25,330
상하가리,360,26,660
상하가리,360,27,599
상하가리,390,1,520
상하가리,391,,485
상하가리,394,,605
상하가리,395,,486
상하가리,397,,774
상하가리,409,,380
상하가리,420,1,477
상하가리,424,,626
상하가리,431,2,760
상하가리,672,5,473
상하가리,산,61,206
정금리,23,,251
정금리,48,,730
정금리,57,,311
정금리,63,,325
정금리,68,,289.2
정금리,69,,559
정금리,110,,806
정금리,110,1,468
정금리,110,2,610
정금리,110,6,609
정금리,118,2,807
정금리,119,,321
정금리,119,4,481
정금리,119,8,194
정금리,119,9,230
정금리,119,11,1522
정금리,119,15,1098
정금리,119,17,955
정금리,119,21,860
정금리,119,22,880
정금리,119,23,845
정금리,119,27,990
정금리,119,33,480
정금리,119,50,659
정금리,121,1,970
정금리,125,,658
정금리,129,,809.34
정금리,134,,643
정금리,136,,345
정금리,138,,660
정금리,215,,637
정금리,220,,403
정금리,223,,863
정금리,225,4,985
정금리,245,6,156.25
정금리,249,2,121.25
정금리,249,3,791
정금리,253,,477
정금리,253,3,559
정금리,256,,487
정금리,259,,108
정금리,261,,512
정금리,282,,182
정금리,287,5,620
정금리,287,11,420
정금리,288,,420
정금리,288,3,859
정금리,311,2,444
정금리,313,,500
정금리,322,3,1243
정금리,356,,606
정금리,358,4,548
정금리,369,,407
정금리,380,,542
정금리,396,3,360
정금리,426,,1326
정금리,428,2,662
정금리,429,,476
정금리,444,3,314
정금리,465,2,241
정금리,485,2,202
정금리,485,2,132.3
정금리,490,13,386
정금리,494,1,529
정금리,494,3,704
정금리,495,1,1392
정금리,500,1,486
정금리,500,2,172
정금리,505,3,371
정금리,506,,622
정금리,507,8,238
정금리,511,1,294
정금리,511,3,393
정금리,527,2,725
정금리,539,2,480
정금리,548,,648
정금리,554,,573
정금리,554,1,630
정금리,554,6,631
정금리,554,10,630
정금리,555,,389
정금리,555,5,447
정금리,567,,790
정금리,586,,920
정금리,589,,1077
정금리,598,3,115.9
정금리,620,,120.75
정금리,630,2,793
정금리,635,2,526
정금리,637,1,734
정금리,638,1,241
정금리,639,2,212
정금리,644,,770
정금리,644,1,531
정금리,655,,829
정금리,683,1,378
정금리,683,2,590
정금리,685,,506
정금리,690,,421
정금리,690,1,637
정금리,745,,550
정금리,753,2,375
정금리,754,,262
정금리,758,1,650
정금리,758,5,157.5
정금리,760,2,344
정금리,762,,480
정금리,776,,320
정금리,779,,292
정금리,780,,324
정금리,791,,862
정금리,796,,396
정금리,800,2,128
정금리,834,,819
정금리,846,1,677
정금리,849,26,728.4
정금리,857,1,851
정금리,859,2,314
정금리,870,,330
정금리,872,,625
정금리,872,5,660
정금리,873,,649
정금리,879,,817
정금리,883,,614
정금리,887,,516
정금리,888,,357
정금리,889,,560
정금리,890,,572
정금리,896,2,623
정금리,916,2,430
정금리,917,,465
정금리,917,1,790
정금리,917,2,811
정금리,918,3,341
정금리,927,3,377
정금리,928,2,192
정금리,930,,45
정금리,933,3,674
정금리,935,2,1179
정금리,936,1,330
정금리,940,,600
정금리,941,3,161.5
정금리,944,,311
정금리,948,1,902
정금리,950,2,350
정금리,958,,468
정금리,958,1,451
정금리,958,5,472
정금리,958,9,451
정금리,958,11,500
정금리,973,,553
정금리,978,,482
정금리,978,3,554
정금리,978,5,1057
정금리,979,,324
정금리,979,1,369
정금리,979,3,554
정금리,982,1,231.25
정금리,982,6,523
정금리,986,1,482
정금리,986,6,498
정금리,987,1,250
정금리,987,6,465
정금리,987,7,465
정금리,989,,445
정금리,989,2,397
정금리,989,5,348
정금리,989,6,686
정금리,989,7,545
정금리,989,8,585
정금리,989,9,473
정금리,989,10,538
정금리,989,11,497
정금리,989,16,631
정금리,1003,,742
정금리,1003,1,708
정금리,1003,5,580
정금리,1003,6,725
정금리,1003,9,742
정금리,1012,,528
정금리,1017,1,408
정금리,1020,,595
정금리,1030,,330
정금리,1038,,793
정금리,1042,,397
정금리,1043,,615
정금리,1043,1,938
정금리,1043,4,531
정금리,1043,7,717
정금리,1047,,508
정금리,1047,2,330
정금리,1049,2,660
정금리,1089,3,365
정금리,1090,,466
정금리,1090,1,835
정금리,1090,6,616
정금리,1091,,522
정금리,1091,3,725
정금리,1091,4,775
정금리,1119,,446
정금리,1121,,562
정금리,1137,,477
정금리,1146,,290
정금리,1146,2,335
정금리,1148,,255
정금리,1151,,889
정금리,1155,,97.75
정금리,1167,1,1140
정금리,1168,,224
정금리,1185,1,496
정금리,1198,1,805
정금리,1218,,708
정금리,1218,1,420
정금리,1218,3,660
정금리,1218,6,398
정금리,1218,7,366
정금리,1218,13,475
정금리,1226,,660
정금리,1254,,1300
정금리,1255,2,582
정금리,1255,3,660
정금리,1258,2,496
정금리,1270,,467
정금리,1271,,216.7
정금리,1321,,498
정금리,1381,,490
정금리,1384,,400
정금리,1388,3,680
정금리,1392,,774
하궁리,8,,498
하궁리,14,,660
하궁리,16,,760
하궁리,21,2,991
