읍면동,본번,부번,면적
하궁리,21,4,480
하궁리,21,9,285
하궁리,21,12,659
하궁리,33,,446
하궁리,34,,348
하궁리,74,,403
하궁리,150,3,658
하궁리,166,1,250
하궁리,166,24,990
하궁리,167,,483
하궁리,169,,633
하궁리,169,2,117.29
하궁리,171,,519
하궁리,176,,550
하궁리,178,,214.13
하궁리,178,2,259
하궁리,181,,476
하궁리,182,1,454
하궁리,186,2,340
하궁리,187,2,193.25
하궁리,208,,255
하궁리,209,,463
하궁리,210,8,729
하궁리,211,,992
하궁리,212,,780
하궁리,290,,178.5
하궁리,309,3,415
하궁리,309,4,655
하궁리,312,,1427
하궁리,318,1,534
하궁리,348,1,547
하궁리,351,,364
하궁리,376,,353
하궁리,382,,660
하궁리,383,,1408
하궁리,391,,385
하궁리,393,,200
하궁리,396,,521
하궁리,397,1,693
하궁리,397,5,955
하궁리,397,7,456
하궁리,397,9,747
하궁리,397,10,805
하궁리,397,12,746
하궁리,400,,767
하궁리,401,1,731
하궁리,407,3,530
하궁리,408,,565
하궁리,423,3,668
하궁리,424,1,386
하궁리,426,5,758
하궁리,428,2,717
하궁리,428,14,459
하궁리,428,16,426
하궁리,459,1,567
하궁리,462,,714
하궁리,466,,450
하궁리,488,2,512
하궁리,494,,284
하궁리,494,3,647
하궁리,516,4,400
하궁리,516,8,285
하궁리,541,,330
하궁리,543,,327
하궁리,552,,446
하궁리,554,,324
하궁리,564,,559
하궁리,566,,658
하궁리,567,,453
하궁리,569,,496
하궁리,579,,344
하궁리,594,,301
하궁리,603,,911
하궁리,605,4,660
하궁리,605,7,628
하궁리,605,10,596
하궁리,606,,592
하궁리,607,1,259
하궁리,620,,660
하궁리,630,,314
하궁리,633,,583
하궁리,647,,919
하궁리,650,,670
하궁리,657,3,3509
하궁리,658,1,386
하궁리,689,1,283
하궁리,689,7,331
하궁리,700,,502
하궁리,701,,631
하궁리,705,,344
하궁리,758,,710
하궁리,786,,463
하궁리,790,,569
하궁리,804,,506
하궁리,809,,212
하궁리,810,1,191.25
하궁리,810,10,330
하궁리,810,13,496
하궁리,830,1,317
하궁리,830,6,1483
하궁리,836,,899
하궁리,843,11,577
하궁리,843,12,536
하궁리,843,13,707
하궁리,843,16,948
하궁리,843,18,655
하궁리,846,,387
하궁리,866,2,330
하궁리,872,1,530
하궁리,873,1,658
하궁리,874,,500
하궁리,879,22,332
하궁리,883,1,357
하궁리,883,13,330
하궁리,883,18,357
하궁리,883,19,357
하궁리,883,24,430
하궁리,883,27,304
하궁리,883,30,370
하궁리,885,1,595
하궁리,889,,267.75
하궁리,890,1,515
하궁리,890,5,495
하궁리,890,6,507
하궁리,890,7,480
하궁리,890,13,330
하궁리,890,17,431
하궁리,890,20,301
하궁리,890,27,365
하궁리,890,29,749
하궁리,890,36,236
하궁리,890,37,590
하궁리,890,38,768
하궁리,890,43,571
하궁리,890,44,540
하궁리,890,46,487
하궁리,890,52,306
하궁리,934,1,780
하궁리,981,,512.4
하궁리,1019,4,420
하궁리,1025,1,609.7
하궁리,1043,1,990
하궁리,1047,,660
하궁리,1058,,463
하궁리,1065,1,662
하궁리,산,56,460
하궁리,산,165,123.95
상대리,26,,750
상대리,26,2,430
상대리,26,7,727
상대리,26,14,500
상대리,26,15,450
상대리,26,16,460
상대리,27,,378
상대리,28,,150
상대리,31,,932
상대리,34,1,486
상대리,37,,1269
상대리,38,,660
상대리,38,2,1544
상대리,39,2,655
상대리,45,,1090
상대리,46,,531
상대리,49,,804
상대리,53,,123.75
상대리,54,,909
상대리,55,3,426
상대리,55,10,484
상대리,59,3,575
상대리,59,7,650
상대리,59,13,916
상대리,63,1,680
상대리,63,2,671
상대리,63,5,437
상대리,73,,564
상대리,74,,487
상대리,75,6,396
상대리,80,7,616
상대리,84,1,463
상대리,84,3,463
상대리,84,5,396
상대리,85,3,661
상대리,88,1,660
상대리,89,5,826
상대리,89,7,654
상대리,89,8,473
상대리,90,1,344
상대리,95,,330
상대리,95,3,330
상대리,95,6,380
상대리,95,8,538
상대리,98,,752
상대리,100,1,496
상대리,107,,495
상대리,109,,880
상대리,128,,190
상대리,129,6,336
상대리,135,1,948
상대리,142,2,535
상대리,143,,701
상대리,144,3,1597
상대리,144,5,857
상대리,145,1,520
