읍면동,본번,부번
하궁리산,56,14
하궁리산,165,8
상대리,26,
상대리,26,2
상대리,26,7
상대리,26,14
상대리,26,15
상대리,26,16
상대리,27,
상대리,28,
상대리,31,
상대리,34,1
상대리,37,
상대리,38,
상대리,38,2
상대리,39,2
상대리,45,
상대리,46,
상대리,49,
상대리,53,
상대리,54,
상대리,55,3
상대리,55,10
상대리,59,3
상대리,59,7
상대리,59,13
상대리,63,1
상대리,63,2
상대리,63,5
상대리,73,
상대리,74,
상대리,75,6
상대리,80,7
상대리,84,1
상대리,84,3
상대리,84,5
상대리,85,3
상대리,88,1
상대리,89,5
상대리,89,7
상대리,89,8
상대리,90,1
상대리,95,
상대리,95,3
상대리,95,6
상대리,95,8
상대리,98,
상대리,100,1
상대리,107,
상대리,109,
상대리,128,
상대리,129,6
상대리,135,1
상대리,142,2
상대리,143,
상대리,144,3
상대리,144,5
상대리,145,1
